specID,ips,mds,mpt,ptt,interval
130,1,1,6,3,12000
650,1,NA,NA,NA,12000
1715,1,0,5,3,12000
1716,1,1,5,2,12000
1713,1,1,5,2,12000
1712,NA,1,5,3,12000
1720,NA,NA,NA,NA,12000
1710,1,NA,NA,NA,12000
1721,NA,1,5,2,12000
1662,1,1,NA,NA,12000
624,0,1,5,3,12000
1650,1,2,4,1,12000
1651,1,2,5,2,12000
1652,2.8,1,5,2,12000
1711,1,1,NA,NA,12000
616,1,2,5,3,12000
1684,3,2,NA,NA,12000
1638,NA,2,5,3,12000
1680,2.2,1,6,3,12000
1714,1,NA,NA,NA,12000
1690,NA,3,6,2,12000
1691,1,0,5,3,12000
1692,2.4,2,6,3,12000
1090,1,2,5,3,12000
1653,2.2,1,6,2,12000
1697,3,1,5,2,12000
592,2.2,1,6,2,12000
1693,1,1,4,1,12000
1681,1.2,0,5,3,12000
1682,3,1,6,3,12000
573,2,2,5,3,12000
1694,1,NA,NA,NA,12000
1695,1,1,6,2,12000
1657,1.2,1,5,3,12000
1683,1.4,1,6,4,12000
570,2,1,NA,NA,12000
1663,2.4,2,5,3,12000
1696,1,2,6,4,12000
575,1,1,5,2,12000
1568,1,1,6,3,12000
1569,NA,NA,NA,NA,12000
1577,1,3,5,3,12000
1626,NA,1,5,3,12000
1637,NA,0,4,1,12000
1578,1,1,6,4,12000
1625,1,1,5,2,12000
498,NA,NA,NA,NA,12000
477,NA,1,5,3,12000
1495,1,NA,NA,NA,12000
1598,1,0,4,1,12000
1611,1,1,5,2,12000
1617,2.2,1,5,3,12000
1621,2.4,0,5,2,12000
1562,3,0,6,3,12250
1591,1,1,5,3,12250
1588,2.6,2,5,3,12250
1590,3,2,5,3,12250
1599,1,1,5,3,12250
1610,3,2,5,3,12250
1616,3,0,5,3,12250
1557,3,2,6,4,12250
1583,NA,NA,NA,NA,12250
1592,1.8,0,5,3,12250
1609.1,1,1,5,2,12250
1609.2,1,2,6,4,12250
1613,3,1,5,3,12250
1558,2.2,1,5,3,12250
1601.1,3,1,5,3,12250
1602,1,2,5,3,12250
1602.2,1.6,1,5,3,12250
1600,3,1,5,2,12250
1528,1,2,5,2,12250
1542,1,NA,NA,NA,12250
1543,2.2,3,5,2,12250
1544,1.2,1,5,2,12250
1545,1,0,4,2,12250
1559,1.2,0,5,2,12250
1615,2.2,0,5,3,12250
1539,NA,1,5,2,12250
1527,1.4,2,5,2,12250
1538,3,1,NA,NA,12250
1513,3,0,5,2,12250
1540,1.6,2,5,2,12250
429,1,0,5,2,12250
1515,NA,1,5,2,12250
443,2.2,2,5,2,12250
1646,1,1,NA,NA,12250
459,1,1,5,2,12250
451,2,1,5,1,12250
1643,3,1,NA,NA,12250
1620,3,NA,NA,NA,12250
182,1,2,5,3,12250
1551,1,0,5,2,12250
1505,2.2,2,5,3,12250
1471,1,0,4,1,12250
1618,NA,2,6,3,12250
1644,3,1,6,2,12250
1645,1,1,5,2,12250
461,3,2,5,3,12250
1564,NA,NA,NA,NA,12250
1594,1,1,5,2,12250
1619,1,1,6,5,12250
124,NA,NA,NA,NA,12250
1597,NA,NA,NA,NA,12250
1565,NA,NA,NA,NA,12250
1595,3,0,5,2,12250
1566,3,2,5,3,12250
1582,1.8,2,NA,NA,12250
1596,3,2,5,3,12250
1550,1,1,5,2,12250
1567,NA,NA,NA,NA,12250
420,1.2,2,6,1,12250
1475,1,1,5,2,12250
1514,1,1,5,2,12250
1516,1,1,5,2,12250
1517.1,1,1,5,2,12250
1517.2,1,2,5,3,12250
1497,2,1,6,3,12250
1531,2,1,5,2,12250
1498,1,NA,NA,NA,12250
1499,1,1,5,2,12250
387,1,1,5,2,12250
397,2.6,3,5,3,12250
469,3,NA,NA,NA,12250
519,1.8,0,5,3,12250
1541,1,1,5,2,12250
1486,3,2,6,3,12250
1487,3,NA,NA,NA,12250
1489,1,0,5,3,12250
4744,NA,NA,NA,NA,12250
1488,2,2,5,3,12250
1490,1,0,5,2,12250
134,3,1,6,2,12250
135,1,1,6,3,12250
141,3,1,5,2,12250
1496,3,NA,NA,NA,12250
1533,2,1,5,2,12250
1534,2.2,1,5,3,12250
1476,1,NA,NA,NA,12500
1477,1,1,5,3,12500
1478,NA,2,5,3,12500
1456,2.4,1,6,1,12500
1501,1,0,5,2,12500
1441,1,1,5,3,12500
1442,2,0,5,2,12500
1458,2.2,1,5,1,12500
1464,NA,NA,NA,NA,12500
1532,NA,NA,5,2,12500
1241,1,1,5,2,12500
1444,NA,NA,NA,NA,12500
113,2.2,1,5,2,12500
1451,1,1,NA,NA,12500
1462,1,0,5,2,12500
492,1,2,5,3,12500
1461,2.4,1,6,2,12500
1450,1,1,4,1,12500
1439,3,1,5,2,12500
1440,1,1,5,3,12500
1437,NA,NA,NA,NA,12500
1454,NA,NA,NA,NA,12500
1500,1,2,5,2,12500
25,2.2,NA,NA,NA,12500
1457,2.2,1,6,1,12500
120,2.4,1,5,3,12500
1430,3,2,5,3,12500
1432,3,2,6,4,12500
1433,1,2,5,2,12500
1436,1,2,5,3,12500
1453,1,2,5,3,12500
1431,1,2,5,2,12500
1399,1.2,2,6,4,12500
1412,1,2,5,3,12500
1455,1,NA,NA,NA,12500
508,NA,NA,NA,NA,12500
1394,NA,NA,NA,NA,12500
1401,1,1,5,2,12500
1398.1,2.2,0,6,2,12500
1398.2,3,2,5,3,12500
1400,NA,1,5,2,12500
1402,1,1,5,2,12500
121,NA,NA,NA,NA,12500
1395,1,0,NA,NA,12500
122,1,0,5,2,12500
125,1,2,5,3,12500
1403,1,NA,NA,NA,12500
1377,2.2,1,5,2,12500
1380,1,2,NA,NA,12500
1338,1,1,5,2,12500
1376,1,1,5,2,12500
1381,1,1,5,3,12500
1361,1,NA,NA,NA,12500
1367,1.6,3,6,3,12500
1369,1,1,5,2,12500
1333.1,2,1,5,2,12500
1333.2,2,1,5,2,12500
1368,1,2,5,3,12500
478,1,1,5,2,12500
1334,1,1,5,2,12500
1335,2.2,2,7,3,12500
480,1,2,5,3,12500
1365,1.6,2,5,3,12500
1344,1,1,5,2,12500
1346,1,2,5,2,12500
1348,1,2,5,3,12500
1358,1,1,6,2,12500
1366,1,1,5,2,12500
1371,1,NA,NA,NA,12500
1372,1,NA,NA,NA,12500
1352,1,2,5,3,12500
1373,1,3,6,4,12500
1357,1,NA,NA,NA,12500
1356,NA,NA,NA,NA,12500
1309,NA,NA,NA,NA,12500
1359,NA,NA,NA,NA,12500
1311,1,0,5,2,12500
1316,1,2,NA,NA,12500
1324,1,1,5,2,12500
1297,1,1,5,3,12500
1328,1,2,6,3,12500
1301,1,NA,NA,NA,12500
1318,1,NA,NA,NA,12500
1182,1,1,5,2,12500
1300,0,2,5,2,12500
1307,1,2,5,3,12500
1326,1,NA,NA,NA,12750
1265,1,2,5,3,12750
1285,1,1,5,2,12750
1299,NA,NA,NA,NA,12750
1303,1,1,5,2,12750
1327,1,NA,NA,NA,12750
1264,1,1,5,2,12750
1288,1,1,NA,NA,12750
1319,1,1,5,2,12750
1262,1,2,5,2,12750
1274,1,1,5,2,12750
1302,3,1,NA,NA,12750
1290,1,1,NA,NA,12750
1275,1.2,1,5,2,12750
1278,1,1,6,3,12750
1298,1,1,5,2,12750
1249,1,1,5,3,12750
1250,3,NA,NA,NA,12750
1260,2.2,1,5,2,12750
1169,3,NA,NA,NA,12750
1246,0,1,6,3,12750
1247,1,1,5,3,12750
1248,2.2,1,5,2,12750
1289,3,3,6,4,12750
1223,1,NA,NA,NA,12750
1256,1,1,5,2,12750
1257,1,1,5,2,12750
1282,1.2,NA,NA,NA,12750
1238,1,1,5,2,12750
1258,NA,NA,NA,NA,12750
1240,1.8,1,5,2,12750
1217,1,2,6,4,12750
1219,2.4,1,5,2,12750
1220,1,2,6,3,12750
1221,1,1,6,2,12750
1243,1,1,NA,NA,12750
1228,1,1,5,2,12750
1212,NA,1,5,2,12750
1201,1,1,5,2,12750
1231,3,1,5,2,12750
1244,1,1,5,2,12750
1245,1.4,2,5,2,12750
1279,3,2,6,3,12750
1227,1,1,5,2,12750
1268,1.8,2,6,3,12750
1214,1,1,5,2,12750
1215,1,1,5,2,12750
1216.1,1,NA,NA,NA,12750
1216.2,1,1,5,2,12750
1216.3,1,2,6,4,12750
1216.4,1,2,6,2,12750
1216.5,1,1,1,1,12750
1266,2,1,NA,NA,12750
1267,1.4,NA,NA,NA,12750
1200,NA,1,5,2,12750
1208,3,1,5,2,12750
1218,NA,1,5,3,12750
1251,1,0,5,2,12750
1252,1.6,1,6,3,12750
1207,NA,NA,NA,NA,12750
1203,1,NA,NA,NA,12750
1204,1,1,5,2,12750
974,NA,NA,NA,NA,12750
1211,1,1,5,2,12750
1210,NA,NA,NA,NA,12750
1213,2.4,1,5,3,12750
1226,3,1,6,2,12750
1235,1,0,5,2,12750
1232,NA,NA,NA,NA,12750
1233,1.8,1,5,3,12750
1234,1,1,6,2,12750
969,NA,NA,NA,NA,12750
1197,1,2,5,3,12750
1184,1,1,6,3,12750
1198,1,2,5,2,12750
126,NA,NA,NA,NA,12750
1188,3,1,5,2,12750
1189,1,NA,NA,NA,12750
1195,1,1,NA,NA,12750
1152,1,2,6,4,12750
1151,NA,1,5,2,12750
1157,1,1,5,2,12750
1165.1,1,2,6,3,12750
1165.2,1,2,6,4,12750
1171,1,NA,NA,NA,12750
1172.1,1,3,5,3,12750
1172.2,2.2,1,5,2,12750
1173,1,2,NA,NA,12750
1174.1,1,2,5,3,12750
1174.2,NA,1,5,2,12750
1175,3,1,6,2,12750
1177,NA,NA,NA,NA,12750
1191,NA,NA,NA,NA,12750
959,1,1,5,2,12750
1166,NA,NA,NA,NA,12750
1168,1,1,6,2,12750
1160,1,NA,NA,NA,12750
1176,NA,NA,NA,NA,12750
1170,2.2,1,NA,NA,12750
1156,NA,NA,NA,NA,12750
1124,2.2,2,5,3,12750
1123,1,1,5,2,12750
1142,1,1,6,2,12750
1154,NA,1,6,2,12750
1163,NA,NA,NA,NA,12750
1127,1,1,5,2,12750
1161,1,1,5,2,12750
1162,2.2,2,NA,NA,12750
1164,1,NA,NA,NA,12750
1128,1,1,5,2,12750
1149,1,NA,NA,NA,12750
1126,1,1,6,3,12750
1153.1,NA,NA,NA,NA,12750
1153.2,1,1,5,2,12750
1153.3,2.4,NA,NA,NA,12750
1153.4,2,NA,NA,NA,12750
1153.5,1,1,NA,NA,12750
1125,NA,NA,NA,NA,12750
1148.1,2.2,2,5,3,13000
1148.2,2,0,5,3,13000
1155,3,1,5,2,13000
1120,1,NA,NA,NA,13000
1139,1.4,0,4,2,13000
1117,NA,NA,NA,NA,13000
1133,NA,NA,NA,NA,13000
1110,1,1,5,3,13000
1129,NA,NA,NA,NA,13000
1134,1,0,5,2,13000
1147,2,1,5,2,13000
1135,1,2,5,2,13000
1144,2.2,1,5,3,13000
1145,1,0,4,1,13000
1140,1,2,5,3,13000
1074,1,1,5,2,13000
950,NA,NA,NA,NA,13000
1078,NA,NA,NA,NA,13000
1030,NA,0,NA,NA,13000
1033,2.4,2,NA,NA,13000
1058,3,NA,NA,NA,13000
1062,2.2,1,5,3,13000
1094,NA,NA,NA,NA,13000
953,1,1,5,3,13000
954,NA,NA,NA,NA,13000
1067,NA,NA,NA,NA,13000
946,NA,1,6,2,13000
1082,NA,NA,NA,NA,13000
1016,1,1,5,2,13000
1086,NA,NA,NA,NA,13000
1007,1,1,5,2,13000
1014,1,2,6,2,13000
1068,NA,NA,NA,NA,13000
1065.1,1,2,6,2,13000
1065.2,1,1,6,2,13000
751,3,1,5,NA,13000
1098.1,1,1,5,2,13000
1098.2,1,1,5,2,13000
1104,NA,NA,NA,NA,13000
1106,1,2,5,3,13000
922,NA,NA,NA,NA,13000
932,NA,2,5,3,13000
856,NA,NA,NA,NA,13000
1038.1,1,1,5,2,13000
1038.2,NA,2,NA,NA,13000
1038.3,3,3,NA,NA,13000
1008,2.2,1,NA,NA,13000
992,3,1,5,2,13000
1002,1,2,5,3,13000
934,NA,NA,NA,NA,13000
995,1,2,4,2,13000
1043,2.2,2,NA,NA,13000
868,1,1,5,2,13000
998,1,1,5,2,13000
1003,1,2,5,3,13000
993,1,1,5,2,13000
926,1,1,5,2,13000
1001,1,2,5,3,13000
1079,1,2,5,2,13000
861,NA,2,5,3,13000
914,3,3,5,2,13000
1009,2.2,1,NA,NA,13250
1010,1,1,5,2,13250
910,NA,NA,NA,NA,13250
774,2.4,1,5,2,13250
727,NA,NA,NA,NA,13250
872,1,1,5,3,13250
726,1,1,5,2,13250
782,1,1,6,1,13250
846,NA,NA,NA,NA,13250
845.1,2,3,5,3,13250
845.2,1,2,5,2,13250
724,1,1,5,3,13250
748,1.2,2,5,3,13250
848,1,1,6,4,13250
877.1,1,1,5,2,13250
877.2,NA,NA,NA,NA,13250
784,1,2,5,3,13250
889,1,NA,NA,NA,13250
732,2.2,2,6,3,13250
737,2.2,NA,NA,NA,13250
718,1,1,5,3,13250
886,2.6,2,6,3,13250
888,NA,NA,NA,NA,13250
883,1,NA,NA,NA,13250
574,1,2,5,3,13250
681,3,NA,NA,NA,13250
649,1,NA,NA,NA,13250
672,1,1,5,2,13250
743,2,NA,NA,NA,13250
554,1,1,5,2,13250
555,1,1,5,1,13250
621,2,1,5,2,13250
584,2.2,NA,NA,NA,13250
594,1,1,NA,NA,13250
655,NA,3,6,4,13250
695,2,1,5,2,13250
556,1,1,5,3,13250
4742,3,3,5,3,13250
1096,2,0,6,4,13250
1099.1,3,2,5,2,13250
1099.2,1,1,5,3,13250
1099.3,1,NA,NA,NA,13250
702,1,1,NA,NA,13500
558,3,1,5,2,13500
559,1,1,5,3,13500
627,1,2,6,4,13500
557,1,1,6,2,13500
1113,1,1,5,2,13500
1097,1,1,5,2,13500
642,NA,NA,NA,NA,13500
615,NA,NA,NA,NA,13500
675,NA,NA,NA,NA,13500
612.1,1,2,6,3,13500
612.2,1,1,6,1,13500
617,1,1,NA,NA,13500
1112,1,1,5,2,13500
578,2,1,5,2,13500
679,NA,NA,NA,NA,13500
697,1,2,5,2,13500
4749,1,1,5,2,13500
548,2,1,6,2,13500
1121,NA,NA,NA,NA,13500
560,1,0,5,2,13500
542,1,NA,NA,NA,13500
663,2.2,1,5,2,13500
687.1,NA,NA,NA,NA,13500
687.2,NA,NA,NA,NA,13500
544,1.8,1,6,3,13500
470,NA,NA,NA,NA,13500
632,2.2,2,6,2,13500
771.1,1,2,5,3,13500
771.2,NA,NA,NA,NA,13500
1077,1,1,5,2,13500
611,1,NA,NA,NA,13500
664,NA,2,5,3,13500
1081,NA,3,5,3,13500
1075,1,NA,NA,NA,13500
1085,1,NA,NA,NA,13500
781,1,1,5,3,13500
346,3,NA,NA,NA,13500
186,3,2,6,3,13500
921,1,3,5,3,13500
867,1.8,1,5,2,13500
930,NA,NA,NA,NA,13500
481,1,2,NA,NA,13500
780,2.2,1,NA,NA,13500
430,1,1,5,2,13500
1069,3,2,6,3,13500
941,1,1,5,2,13500
942,1,1,5,2,13500
943,1,0,5,2,13750
448,2,NA,NA,NA,13750
1045.1,1,1,6,2,13750
1045.2,2.2,1,6,2,13750
1045.3,NA,1,5,2,13750
1045.4,NA,NA,NA,NA,13750
1045.5,1,NA,NA,NA,13750
890,2.2,0,6,2,13750
923,1,2,5,2,13750
1057,1,1,5,2,13750
444,3,3,5,3,13750
507,NA,NA,NA,NA,13750
1031,1,1,5,2,13750
1061,1,0,5,2,13750
1050,NA,NA,NA,NA,13750
1046,1.6,1,5,2,13750
434,2.5,2,5,2,13750
471.1,2.2,NA,NA,NA,13750
475,NA,NA,NA,NA,13750
438,NA,NA,NA,NA,13750
787.1,1,0,5,3,13750
787.2,1,NA,NA,NA,13750
787.3,1,NA,NA,NA,13750
885,1,1,6,3,13750
976,1,1,5,2,13750
1034.1,1,1,6,3,13750
1034.2,2.2,1,5,2,13750
517,1,2,5,3,13750
769,NA,NA,NA,NA,13750
949,1,1,5,2,13750
966,1.4,2,6,2,13750
441,NA,NA,NA,NA,13750
879,2.2,NA,NA,NA,13750
907,NA,1,NA,NA,13750
1028,1,1,5,3,13750
4747,1,1,NA,NA,13750
786,NA,NA,NA,NA,13750
977,3,NA,NA,NA,13750
978,NA,NA,NA,NA,13750
1055,2.2,1,5,2,13750
485,1.5,2,5,2,13750
880,NA,NA,NA,NA,13750
900,1,NA,NA,NA,13750
948,2.2,NA,NA,NA,13750
1017,1,1,5,2,13750
901,1.4,1,5,2,13750
450,NA,NA,NA,NA,13750
471.2,1,1,6,3,13750
1024,NA,NA,NA,NA,13750
439,1,1,NA,NA,13750
440,NA,NA,NA,NA,13750
902,1,3,5,3,13750
1013,1,2,5,3,13750
783,1,NA,NA,NA,13750
906,NA,NA,NA,NA,13750
961.1,1,1,6,4,13750
961.2,1,2,5,3,13750
365,1,0,6,2,13750
458,2,2,6,4,13750
775,1,2,5,2,13750
776.1,1,NA,NA,NA,13750
776.2,1,NA,NA,NA,13750
859,1,2,5,3,13750
456,NA,0,NA,NA,13750
860,1,3,6,3,13750
777.1,1,2,6,3,13750
777.2,1.4,2,5,3,13750
766,1.8,NA,5,3,13750
891,1,2,5,2,13750
455,1,NA,NA,NA,13750
887,2.2,1,4,1,13750
917,1,2,5,3,13750
433,1,1,5,2,13750
437,1,2,5,2,13750
454,1,1,5,2,13750
844,3,1,5,2,13750
892,2.4,2,5,3,13750
435,1,1,5,2,13750
913,1,2,5,2,13750
453,NA,NA,NA,NA,13750
916,1,1,5,2,13750
416,1,1,5,2,13750
403,1,NA,NA,NA,14000
754,1,NA,NA,NA,14000
660,3,NA,NA,NA,14000
701,1,NA,NA,NA,14000
713,1,NA,NA,NA,14000
730.1,2.4,1,5,2,14000
730.2,1,1,6,4,14000
362,1,1,NA,NA,14000
656.1,1,1,5,2,14000
656.2,1.4,2,5,3,14000
673,NA,NA,NA,NA,14000
674,NA,NA,NA,NA,14000
716,1,1,4,1,14000
740,1,NA,NA,NA,14000
657,1,0,5,2,14000
689,1,1,6,2,14000
661,1,2,5,3,14000
712,1,1,5,2,14000
406,1,2,5,3,14000
738,1,1,5,2,14000
739,1,NA,NA,NA,14000
398,NA,NA,NA,NA,14000
682,1,2,5,3,14000
518,2,2,5,3,14000
694,2.4,1,5,2,14000
700,1,NA,NA,NA,14000
690,NA,1,5,2,14000
322,1,NA,5,2,14000
755,1,1,5,2,14000
717,NA,2,6,3,14000
569,2.2,3,5,3,14000
588,1,2,6,3,14000
333,NA,NA,NA,NA,14000
318,2.2,1,NA,NA,14000
316,NA,1,5,2,14000
255,2.2,2,5,2,14000
521,1,1,5,0,14000
640,1,1,5,2,14000
546,1,1,6,2,14000
563,1.4,2,5,2,14000
566,2,2,5,3,14000
545,NA,NA,NA,NA,14000
549,NA,NA,NA,NA,14000
651,1,2,5,3,14000
535,1,1,5,2,14000
586,1,1,5,2,14000
229,2.3,1,5,3,14000
564,1,2,6,3,14000
499,1,1,5,2,14000
514,1,2,6,2,14000
524,NA,1,5,2,14000
637,NA,NA,NA,NA,14250
639.1,1,1,5,2,14250
639.2,1,2,6,2,14250
505,1,1,5,2,14250
260,1,3,6,3,14250
261,3,2,5,2,14250
565,NA,NA,NA,NA,14250
633,3,NA,NA,NA,14250
541,1,NA,NA,NA,14250
581,1,1,5,2,14250
629,NA,NA,NA,NA,14250
272,NA,1,5,2,14250
577,1,2,5,3,14250
224,NA,0,5,2,14250
287,1,1,5,2,14250
538,1,2,6,3,14250
495,1,1,5,2,14250
579,NA,NA,NA,NA,14250
580,1,2,5,2,14250
603,3,1,5,2,14250
618,1,1,6,4,14250
540,1,NA,NA,NA,14250
628,1,1,5,3,14250
562,3,1,5,2,14250
142,1,0,5,2,14250
533,NA,NA,NA,NA,14250
646,2.2,NA,NA,NA,14250
500,1,2,5,2,14250
232,1,1,5,3,14250
571,1,3,6,2,14250
424,3,2,5,2,14250
216,1,1,5,2,14250
221,1,0,5,2,14250
561,1,NA,NA,NA,14250
484,1,0,5,3,14250
270,1,NA,NA,NA,14250
473,1,3,5,2,14250
605,1,1,NA,NA,14250
608,1,NA,NA,NA,14250
489,1,NA,NA,NA,14250
488,1,1,NA,NA,14250
600,NA,2,6,2,14250
599,1,NA,NA,NA,14250
773.1,3,0,5,2,14250
773.2,NA,NA,NA,NA,14250
614,1,NA,NA,NA,14250
472,1.8,2,5,2,14250
249,1,2,5,3,14250
476,1,1,5,3,14250
543,1,1,5,3,14250
137,1,1,5,3,14250
138,1,1,7,4,14250
337,2,1,5,2,14250
601,1,2,5,2,14250
136,1,1,6,4,14250
218,2,2,5,2,14250
596,1,NA,NA,NA,14250
203,1,2,5,2,14250
269,1,3,5,3,14250
217,1,2,5,2,14250
234,3,3,NA,NA,14250
487,1,1,5,2,14250
283,NA,NA,NA,NA,14250
463,1.2,2,5,2,14250
131,0,1,6,3,14500
282,NA,NA,NA,NA,14500
356,1,1,5,2,14500
370,1,1,5,2,14500
462,3,3,6,3,14500
623,1,1,5,2,14500
184,1,NA,NA,NA,14500
192,3,NA,NA,NA,14500
265,1,1,6,4,14500
465,1,NA,NA,NA,14500
466,1,1,5,2,14500
219,1,2,5,3,14500
220,1,2,6,3,14500
371.1,1,1,NA,NA,14500
371.2,2.2,1,5,3,14500
371.3,NA,2,6,2,14500
371.4,1,1,5,2,14500
371.5,1,1,6,5,14500
307,1.2,1,5,2,14500
358,1.4,NA,NA,NA,14500
380.1,1,1,5,2,14500
380.2,NA,2,NA,NA,14500
411,NA,2,6,3,14500
200,1,1,6,4,14500
464,NA,NA,NA,NA,14500
209,1,0,NA,NA,14500
202,1,1,5,2,14500
377,1,2,5,2,14500
214,1,2,6,1,14500
293,1,1,5,2,14500
351,1,1,5,2,14500
352,2.2,3,NA,NA,14500
201,1,2,5,2,14500
331,3,2,5,2,14500
344,2.2,2,5,2,14500
419,1,2,5,2,14500
312,1,1,6,2,14500
447,1,2,5,3,14500
407,3,2,5,3,14500
374,1,2,5,2,14500
108,0,1,5,3,14500
292,1,1,5,2,14500
353,NA,2,6,3,14500
336,1,1,5,2,14500
367,1,0,5,2,14500
330,1,2,5,2,14500
427,1,1,NA,NA,14500
194,1,2,5,2,14500
350,1,2,5,3,14500
366,1,1,5,3,14500
342,NA,2,NA,NA,14500
309,2,2,6,2,14500
311,2.2,2,6,2,14500
412,3,2,5,2,14500
329,1,2,5,2,14500
289,1,2,5,3,14500
213,1,1,5,2,14500
372,NA,2,5,2,14500
310,1,1,5,2,14500
204,1,1,5,2,14500
303,2.2,1,7,3,14500
205,0,2,6,4,14500
206,1,2,5,2,14500
208,1,NA,NA,NA,14500
238,2.2,2,5,3,14500
239,1,1,5,2,14500
230,1,1,6,3,14500
325,1,2,5,2,14500
242,1,2,6,3,14500
361,NA,2,6,3,14500
360,1,2,5,2,14750
207,1,1,6,3,14750
263,3,2,NA,NA,14750
153,1,0,6,3,14750
241,NA,1,NA,NA,14750
436,1,NA,NA,NA,14750
368,1,1,6,2,14750
158,1,1,5,2,14750
304,2,3,5,2,14750
369,1,1,5,2,14750
248,NA,NA,NA,NA,14750
291,1,1,7,4,14750
327,2,2,6,3,14750
4740,1,NA,NA,NA,14750
426,1,2,6,4,14750
378,1,1,5,2,14750
425,1,2,5,2,14750
428,1.2,2,5,3,14750
149,NA,NA,5,2,14750
376,1,2,5,2,14750
468,NA,NA,NA,NA,14750
4748,NA,1,5,2,14750
210,1,1,5,2,14750
252,1.6,1,6,2,14750
290,1,1,5,2,14750
379.1,1,2,5,2,14750
379.2,1,NA,NA,NA,14750
399,1,1,5,2,14750
114,1,2,5,2,14750
4738,1,NA,NA,NA,14750
4741,1,1,5,3,14750
4654,3,1,5,2,14750
4739,1,NA,NA,NA,14750
323,1,1,6,3,14750
314.1,1.4,1,5,2,14750
314.2,1,2,6,2,14750
171,NA,NA,NA,NA,14750
4733,1,NA,NA,NA,14750
313,1,1,5,2,14750
373,3,1,5,2,14750
418,1,NA,NA,NA,14750
167,NA,1,5,2,15000
172.1,2.2,2,6,2,15000
172.2,1,2,5,2,15000
4451,1,1,6,2,15000
4450,1,2,5,2,15000
375,NA,NA,NA,NA,15000
4462,1,1,5,2,15000
4714,NA,NA,NA,NA,15000
4626,1,NA,NA,NA,15000
4655,NA,NA,NA,NA,15000
4727,1,1,5,2,15000
4731,1,2,5,3,15000
4736,2.2,1,5,2,15000
4737,1,NA,NA,NA,15000
4448,1,1,5,3,15000
4457,1,2,6,3,15000
4725,NA,1,NA,NA,15000
393,0,1,5,2,15000
315,1,2,5,2,15000
389,1,0,NA,NA,15000
226,1,1,5,3,15000
386,1,1,5,2,15000
4461,1,NA,NA,NA,15000
4652,NA,1,5,2,15000
343,NA,2,5,2,15000
4722,1,1,6,2,15000
4729,NA,NA,NA,NA,15000
4708,1,2,6,2,15000
4638,1,NA,NA,NA,15000
4730,1,1,5,1,15000
4639,1,NA,NA,NA,15000
4625,1,2,5,2,15000
4721,1,1,NA,NA,15000
144,1,1,6,2,15000
850,2.2,1,5,3,15000
4645,1,NA,NA,NA,15000
4644,1,1,NA,NA,15000
4715,NA,NA,NA,NA,15000
446,NA,NA,NA,NA,15000
193,1,1,5,2,15000
4709,1,1,5,2,15000
4713,1,1,NA,NA,15000
165,2.3,2,5,3,15000
4643,3,3,5,3,15000
4691,1,1,5,2,15000
180,1,1,5,2,15000
4624,1,NA,NA,NA,15000
4648,1,NA,NA,NA,15000
4723,1,1,5,2,15000
4629,NA,1,6,2,15000
4659,1,1,NA,NA,15000
187,1,0,6,2,15000
4606,NA,2,5,2,15000
4696,1,NA,NA,NA,15000
4724,3,1,5,2,15000
4622,NA,2,5,2,15000
4631,1,0,5,3,15000
4686,1,2,5,2,15000
4694,1,3,6,3,15000
4712,NA,1,5,2,15000
4649,1,2,6,4,15000
4683,NA,NA,NA,NA,15000
4728,1,2,5,2,15000
4594,NA,NA,NA,NA,15000
4611,2.2,NA,NA,NA,15000
4707,1,1,NA,NA,15000
174,1,1,5,2,15000
175,NA,NA,NA,NA,15000
4642,1,2,6,2,15000
4656,NA,NA,NA,NA,15000
4678,1,1,5,2,15000
4690,1,NA,NA,NA,15000
181,1,1,5,3,15000
190,1,1,NA,NA,15000
4679,NA,3,NA,NA,15000
4598,1,3,6,4,15000
4677,2.2,2,6,5,15000
176,1,2,5,2,15000
4692,2,NA,NA,NA,15000
4697,1,1,4,1,15000
4687,1,1,6,2,15000
4637,1,0,4,2,15000
178,1,1,5,2,15000
183,NA,NA,NA,NA,15000
4627,1,2,NA,NA,15000
4633,1,1,6,2,15000
179.1,1,1,5,2,15000
179.2,1,1,5,3,15000
179.3,NA,NA,NA,NA,15000
179.4,1,2,NA,NA,15000
4665,1,3,5,2,15000
4732,1,NA,NA,NA,15000
177,3,NA,NA,NA,15000
4682,1,2,5,3,15000
4719.1,NA,NA,NA,NA,15000
4719.2,1,1,5,2,15000
384,0,1,4,2,15000
4630,1,0,6,2,15000
4673,1,2,5,2,15000
4634,1,1,6,2,15000
4661,1,2,5,3,15000
4670,NA,NA,NA,NA,15000
4646,NA,NA,NA,NA,15000
4647,1,NA,NA,NA,15000
4650,1,1,5,3,15000
4663,1,2,6,2,15000
4681,1,1,5,2,15000
4735,NA,1,5,3,15000
4667,NA,2,6,3,15000
4703,1,1,5,2,15000
4662,1,2,6,2,15000
4669,NA,2,5,2,15000
4684,1,2,6,4,15000
4685,NA,NA,NA,NA,15000
4720,1,1,5,3,15000
4651,1,2,5,2,15000
4706,2,1,6,2,15000
4734,1,1,5,2,15000
4726,1,0,4,1,15250
4660,3,NA,NA,NA,15250
170,1,1,5,2,15250
4584,NA,NA,NA,NA,15250
145,1,1,5,2,15250
4582,1,1,5,3,15250
4698,1,2,5,3,15250
4605,NA,NA,NA,NA,15250
4544,2.2,1,4,1,15250
